Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	Loss
2.727782964706421	0	30.5853658537	16.8294538696	92.0	10.0	30.5853658537	16.8294538696	5016	5016	217.451
4.888912916183472	1	32.8246753247	16.027222425	96.0	10.0	32.8246753247	16.027222425	5055	10071	215.949
6.819433927536011	2	36.9926470588	20.2762162628	140.0	11.0	36.9926470588	20.2762162628	5031	15102	319.613
8.487266063690186	3	40.152	21.0690506668	111.0	12.0	40.152	21.0690506668	5019	20121	341.766
10.205865859985352	4	46.7663551402	25.4233608958	125.0	13.0	46.7663551402	25.4233608958	5004	25125	478.385
11.829946041107178	5	42.1008403361	20.0005861082	115.0	10.0	42.1008403361	20.0005861082	5010	30135	338.487
13.62599802017212	6	43.7391304348	20.5988969551	112.0	13.0	43.7391304348	20.5988969551	5030	35165	353.773
15.265558004379272	7	45.8	18.2152783025	97.0	13.0	45.8	18.2152783025	5038	40203	331.25
17.08866596221924	8	48.0865384615	22.2905251417	122.0	17.0	48.0865384615	22.2905251417	5001	45204	418.826
18.871604919433594	9	50.11	25.1105137343	124.0	15.0	50.11	25.1105137343	5011	50215	479.648
20.52367901802063	10	49.4174757282	21.5336829275	112.0	14.0	49.4174757282	21.5336829275	5090	55305	410.598
22.16440486907959	11	54.6956521739	26.3474852898	166.0	20.0	54.6956521739	26.3474852898	5032	60337	570.206
23.78767991065979	12	52.1875	24.1153100142	130.0	14.0	52.1875	24.1153100142	5010	65347	473.199
25.434106826782227	13	59.9523809524	26.7095955479	161.0	19.0	59.9523809524	26.7095955479	5036	70383	615.751
27.04843783378601	14	60.4939759036	23.0992481461	122.0	21.0	60.4939759036	23.0992481461	5021	75404	533.976
28.668931007385254	15	58.2441860465	23.8375978414	144.0	22.0	58.2441860465	23.8375978414	5009	80413	534.59
30.298739910125732	16	67.24	34.152536265	182.0	21.0	67.24	34.152536265	5043	85456	868.473
32.201833963394165	17	63.7125	31.8469754255	181.0	15.0	63.7125	31.8469754255	5097	90553	777.602
33.96488094329834	18	66.0789473684	25.5769032105	132.0	26.0	66.0789473684	25.5769032105	5022	95575	631.433
35.78645992279053	19	70.4788732394	27.2561450133	139.0	21.0	70.4788732394	27.2561450133	5004	100579	718.443
37.42864990234375	20	71.7	25.5859057184	150.0	17.0	71.7	25.5859057184	5019	105598	698.891
39.04594802856445	21	79.6825396825	29.1415948822	166.0	20.0	79.6825396825	29.1415948822	5020	110618	880.467
40.70392084121704	22	92.7454545455	32.2164374656	200.0	37.0	92.7454545455	32.2164374656	5101	115719	1181.64
42.33323693275452	23	85.2	32.7433453799	182.0	26.0	85.2	32.7433453799	5112	120831	1024.47
44.04227900505066	24	97.5	39.2048368288	200.0	36.0	97.5	39.2048368288	5070	125901	1382.8
45.71404194831848	25	87.7931034483	42.5602042631	200.0	24.0	87.7931034483	42.5602042631	5092	130993	1329.38
47.402639865875244	26	111.673913043	50.9944815206	200.0	25.0	111.673913043	50.9944815206	5137	136130	1993.84
49.06234288215637	27	114.204545455	39.3374558644	200.0	51.0	114.204545455	39.3374558644	5025	141155	1688.95
50.734304904937744	28	140.305555556	50.4798196447	200.0	42.0	140.305555556	50.4798196447	5051	146206	2543.3
52.40039896965027	29	152.636363636	42.1568630466	200.0	33.0	152.636363636	42.1568630466	5037	151243	2706.02
54.09090304374695	30	153.848484848	49.7473137463	200.0	44.0	153.848484848	49.7473137463	5077	156320	2860.29
55.79009294509888	31	163.387096774	35.2700891457	200.0	82.0	163.387096774	35.2700891457	5065	161385	2909.52
57.476603984832764	32	175.137931034	34.3819561117	200.0	91.0	175.137931034	34.3819561117	5079	166464	3236.91
59.13849401473999	33	178.75	32.7246357614	200.0	111.0	178.75	32.7246357614	5005	171469	3304.76
60.8844518661499	34	167.612903226	49.3517182231	200.0	32.0	167.612903226	49.3517182231	5196	176665	3268.29
62.537091970443726	35	161.838709677	51.9932357723	200.0	39.0	161.838709677	51.9932357723	5017	181682	3194.24
64.21959590911865	36	167.866666667	40.8662316453	200.0	83.0	167.866666667	40.8662316453	5036	186718	3083.59
65.9153699874878	37	188.518518519	24.5588791673	200.0	116.0	188.518518519	24.5588791673	5090	191808	3528.56
67.60216188430786	38	181.178571429	32.9035968197	200.0	72.0	181.178571429	32.9035968197	5073	196881	3419.9
69.29952883720398	39	179.607142857	37.5188898002	200.0	73.0	179.607142857	37.5188898002	5029	201910	3393.05
70.9737799167633	40	168.1	48.0543789194	200.0	63.0	168.1	48.0543789194	5043	206953	3337.81
72.6924319267273	41	187.740740741	31.5636835298	200.0	67.0	187.740740741	31.5636835298	5069	212022	3534.16
74.41597604751587	42	194.307692308	19.1326728817	200.0	118.0	194.307692308	19.1326728817	5052	217074	3710.34
76.14230394363403	43	186.296296296	34.9283020283	200.0	61.0	186.296296296	34.9283020283	5030	222104	3580.6
77.99354887008667	44	197.115384615	7.24476958851	200.0	171.0	197.115384615	7.24476958851	5125	227229	3743.18
79.7082769870758	45	195.384615385	19.0042038327	200.0	102.0	195.384615385	19.0042038327	5080	232309	3690.65
81.45560383796692	46	198.846153846	3.33619206803	200.0	186.0	198.846153846	3.33619206803	5170	237479	3772.16
83.25514698028564	47	193.807692308	15.1531140003	200.0	147.0	193.807692308	15.1531140003	5039	242518	3648.93
85.36251401901245	48	189.925925926	26.8589262711	200.0	79.0	189.925925926	26.8589262711	5128	247646	3605.36
87.07113599777222	49	194.730769231	10.0098324443	200.0	161.0	194.730769231	10.0098324443	5063	252709	3644.53
