Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	Loss
0.7726340293884277	0	37.5925925926	21.14195278	105.0	15.0	37.5925925926	21.14195278	1015	1015	31.1712
1.1173820495605469	1	41.92	17.1881819865	84.0	11.0	41.92	17.1881819865	1048	2063	30.9717
1.4439430236816406	2	59.3529411765	35.9884641263	143.0	19.0	59.3529411765	35.9884641263	1009	3072	50.7928
1.7940480709075928	3	39.1153846154	19.8578155958	97.0	13.0	39.1153846154	19.8578155958	1017	4089	30.58
2.17343807220459	4	44.2608695652	19.1225280103	86.0	18.0	44.2608695652	19.1225280103	1018	5107	32.8706
2.504549026489258	5	44.4782608696	26.6554008969	124.0	10.0	44.4782608696	26.6554008969	1023	6130	37.3436
2.8370039463043213	6	37.5555555556	17.3148049119	90.0	12.0	37.5555555556	17.3148049119	1014	7144	27.8214
3.1959481239318848	7	45.8636363636	27.5306365784	156.0	10.0	45.8636363636	27.5306365784	1009	8153	38.3292
3.494323968887329	8	46.4545454545	23.5906901374	106.0	23.0	46.4545454545	23.5906901374	1022	9175	36.2253
3.811584949493408	9	51.0	29.4731516243	112.0	14.0	51.0	29.4731516243	1071	10246	41.7246
4.146385908126831	10	51.05	18.6479891677	88.0	21.0	51.05	18.6479891677	1021	11267	34.769
4.472934007644653	11	43.6956521739	17.8018923826	88.0	22.0	43.6956521739	17.8018923826	1005	12272	31.3656
4.805972099304199	12	45.6363636364	15.6830697788	83.0	18.0	45.6363636364	15.6830697788	1004	13276	30.4894
5.139652967453003	13	50.1	21.0188011076	116.0	19.0	50.1	21.0188011076	1002	14278	35.7846
5.47113299369812	14	54.7368421053	14.8318366867	84.0	35.0	54.7368421053	14.8318366867	1040	15318	35.2952
5.80066704750061	15	56.7777777778	25.790944913	126.0	22.0	56.7777777778	25.790944913	1022	16340	41.4336
6.1229400634765625	16	57.0555555556	16.1674302989	98.0	39.0	57.0555555556	16.1674302989	1027	17367	36.7526
6.457134008407593	17	53.3	22.6673774398	108.0	27.0	53.3	22.6673774398	1066	18433	37.7785
6.815907001495361	18	61.4705882353	27.5384600515	142.0	31.0	61.4705882353	27.5384600515	1045	19478	44.5312
7.1435840129852295	19	74.0714285714	26.3776536531	122.0	45.0	74.0714285714	26.3776536531	1037	20515	50.0961
7.458320140838623	20	55.6666666667	19.5505043982	97.0	25.0	55.6666666667	19.5505043982	1002	21517	37.5539
7.7805891036987305	21	62.5625	31.3148701698	115.0	22.0	62.5625	31.3148701698	1001	22518	46.0856
8.132858037948608	22	65.1176470588	29.0817961112	114.0	24.0	65.1176470588	29.0817961112	1107	23625	46.7282
8.46909213066101	23	63.0	26.5618036241	119.0	22.0	63.0	26.5618036241	1071	24696	44.5292
8.796284914016724	24	58.0555555556	23.424754765	121.0	34.0	58.0555555556	23.424754765	1045	25741	39.3173
9.110345125198364	25	83.5	28.9726882886	149.0	44.0	83.5	28.9726882886	1002	26743	55.1374
9.420278072357178	26	71.7142857143	42.1975432112	189.0	17.0	71.7142857143	42.1975432112	1004	27747	55.7637
9.756547927856445	27	95.7272727273	50.5516673749	192.0	28.0	95.7272727273	50.5516673749	1053	28800	71.0857
10.09072208404541	28	88.5833333333	39.1438763481	200.0	55.0	88.5833333333	39.1438763481	1063	29863	61.8642
10.448296070098877	29	92.9090909091	48.5451140608	200.0	31.0	92.9090909091	48.5451140608	1022	30885	69.5205
10.788299083709717	30	75.1428571429	45.9982253429	200.0	25.0	75.1428571429	45.9982253429	1052	31937	60.1692
11.137167930603027	31	83.6923076923	38.4695376297	200.0	34.0	83.6923076923	38.4695376297	1088	33025	59.0109
11.468687057495117	32	92.7272727273	43.7266112216	164.0	20.0	92.7272727273	43.7266112216	1020	34045	68.0497
11.809396028518677	33	129.75	28.393441144	179.0	87.0	129.75	28.393441144	1038	35083	79.9051
12.136593103408813	34	93.0909090909	39.9145782105	200.0	52.0	93.0909090909	39.9145782105	1024	36107	65.7197
12.49764108657837	35	94.5	44.7651277968	159.0	28.0	94.5	44.7651277968	1134	37241	65.7867
12.822062015533447	36	94.4545454545	32.0521269649	153.0	41.0	94.4545454545	32.0521269649	1039	38280	61.018
13.165553092956543	37	100.181818182	53.0056912584	185.0	39.0	100.181818182	53.0056912584	1102	39382	75.987
13.494441986083984	38	129.5	51.1395150544	200.0	46.0	129.5	51.1395150544	1036	40418	87.4524
13.8506019115448	39	114.3	58.4876910127	200.0	30.0	114.3	58.4876910127	1143	41561	84.6857
14.184039115905762	40	150.0	32.4345494805	200.0	113.0	150.0	32.4345494805	1050	42611	92.2826
14.533404111862183	41	136.625	44.3873222328	193.0	39.0	136.625	44.3873222328	1093	43704	88.3004
14.853914022445679	42	113.555555556	45.5146157505	179.0	52.0	113.555555556	45.5146157505	1022	44726	78.2276
15.225032091140747	43	169.857142857	29.3521893631	200.0	121.0	169.857142857	29.3521893631	1189	45915	101.042
15.55966305732727	44	153.285714286	53.3980050074	200.0	55.0	153.285714286	53.3980050074	1073	46988	98.2542
15.891860008239746	45	152.857142857	38.819835031	200.0	93.0	152.857142857	38.819835031	1070	48058	93.3108
16.217889070510864	46	146.428571429	44.7464512331	200.0	58.0	146.428571429	44.7464512331	1025	49083	95.1935
16.560895919799805	47	178.833333333	27.0210823042	200.0	130.0	178.833333333	27.0210823042	1073	50156	106.835
16.927500009536743	48	165.0	36.3671751525	200.0	100.0	165.0	36.3671751525	1155	51311	100.878
