Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	Loss
2.234206199645996	0	24.354368932	13.3578694067	89.0	8.0	24.354368932	13.3578694067	5017	5017	21.7994
3.9316329956054688	1	26.9462365591	14.3832830022	83.0	8.0	26.9462365591	14.3832830022	5012	10029	23.6711
5.583664178848267	2	25.9430051813	15.3744915341	90.0	9.0	25.9430051813	15.3744915341	5007	15036	23.825
7.176635026931763	3	30.0119047619	18.0755649636	123.0	9.0	30.0119047619	18.0755649636	5042	20078	27.5937
8.762448072433472	4	32.108974359	19.6946477559	122.0	10.0	32.108974359	19.6946477559	5009	25087	29.4872
10.364870071411133	5	32.3269230769	17.821466263	99.0	11.0	32.3269230769	17.821466263	5043	30130	27.851
11.97805118560791	6	36.0791366906	22.9873486469	183.0	9.0	36.0791366906	22.9873486469	5015	35145	33.3919
14.093382120132446	7	36.1151079137	18.077005202	100.0	11.0	36.1151079137	18.077005202	5020	40165	29.5624
15.67238712310791	8	34.8206896552	18.3884030041	126.0	11.0	34.8206896552	18.3884030041	5049	45214	28.8541
17.37393617630005	9	38.3129770992	17.385210864	101.0	12.0	38.3129770992	17.385210864	5019	50233	29.6688
18.93192720413208	10	38.7751937984	19.8928292601	139.0	11.0	38.7751937984	19.8928292601	5002	55235	31.4493
20.484572172164917	11	37.8939393939	18.9621862854	127.0	13.0	37.8939393939	18.9621862854	5002	60237	30.3169
21.974498987197876	12	44.6607142857	23.6256343722	140.0	10.0	44.6607142857	23.6256343722	5002	65239	36.3007
23.450836181640625	13	43.2844827586	18.8888792472	91.0	11.0	43.2844827586	18.8888792472	5021	70260	32.5395
24.975022077560425	14	45.3693693694	22.6194239768	141.0	12.0	45.3693693694	22.6194239768	5036	75296	35.7694
26.453355073928833	15	45.5545454545	22.2304403766	136.0	12.0	45.5545454545	22.2304403766	5011	80307	35.4599
27.950465202331543	16	50.15	25.6309871055	146.0	15.0	50.15	25.6309871055	5015	85322	39.0122
29.44902801513672	17	47.5849056604	23.1662848401	141.0	12.0	47.5849056604	23.1662848401	5044	90366	36.5338
30.953073978424072	18	53.5368421053	25.2943973519	150.0	18.0	53.5368421053	25.2943973519	5086	95452	39.947
32.45438098907471	19	54.1720430108	25.7530136689	135.0	11.0	54.1720430108	25.7530136689	5038	100490	40.9711
34.01520800590515	20	59.8588235294	30.1436376825	151.0	12.0	59.8588235294	30.1436376825	5088	105578	46.0002
35.57719707489014	21	54.1075268817	26.3391700482	200.0	15.0	54.1075268817	26.3391700482	5032	110610	40.7611
37.037259101867676	22	55.5888888889	25.4837178713	133.0	18.0	55.5888888889	25.4837178713	5003	115613	41.0897
38.55739998817444	23	57.2272727273	30.9555132675	186.0	19.0	57.2272727273	30.9555132675	5036	120649	44.4405
40.02048420906067	24	56.3820224719	21.8516477244	125.0	14.0	56.3820224719	21.8516477244	5018	125667	38.9335
41.477684020996094	25	63.4683544304	32.5863353528	181.0	12.0	63.4683544304	32.5863353528	5014	130681	47.9915
42.94262719154358	26	63.2625	35.7497355759	200.0	20.0	63.2625	35.7497355759	5061	135742	50.4195
44.426459074020386	27	61.4756097561	30.4911924947	171.0	23.0	61.4756097561	30.4911924947	5041	140783	45.7574
45.8934600353241	28	60.3493975904	24.8908139706	118.0	15.0	60.3493975904	24.8908139706	5009	145792	41.721
47.338277101516724	29	67.6891891892	32.6496246722	177.0	22.0	67.6891891892	32.6496246722	5009	150801	49.7329
48.80220103263855	30	64.7948717949	33.6384848947	200.0	20.0	64.7948717949	33.6384848947	5054	155855	48.6941
50.304558992385864	31	68.6849315068	35.69117028	190.0	16.0	68.6849315068	35.69117028	5014	160869	51.539
51.875893115997314	32	75.3582089552	42.055294622	200.0	27.0	75.3582089552	42.055294622	5049	165918	58.3209
53.39997720718384	33	77.4	34.6018229844	200.0	28.0	77.4	34.6018229844	5031	170949	54.9895
54.857808113098145	34	75.9242424242	37.2197856336	163.0	28.0	75.9242424242	37.2197856336	5011	175960	56.0544
56.33287310600281	35	89.5789473684	44.0740793332	200.0	23.0	89.5789473684	44.0740793332	5106	181066	65.5637
57.871745109558105	36	87.3103448276	38.2659508758	187.0	25.0	87.3103448276	38.2659508758	5064	186130	61.3499
59.35823607444763	37	94.7592592593	45.5728700911	200.0	26.0	94.7592592593	45.5728700911	5117	191247	69.1171
60.85096311569214	38	109.276595745	43.4739844572	200.0	30.0	109.276595745	43.4739844572	5136	196383	74.5625
62.39943599700928	39	105.0625	46.791828992	200.0	18.0	105.0625	46.791828992	5043	201426	73.7454
63.93387317657471	40	120.571428571	49.9056933755	200.0	23.0	120.571428571	49.9056933755	5064	206490	83.1397
65.38479709625244	41	109.391304348	46.4811688194	200.0	17.0	109.391304348	46.4811688194	5032	211522	75.6451
66.81134819984436	42	111.2	44.0568319838	196.0	36.0	111.2	44.0568319838	5004	216526	75.6596
68.26482105255127	43	126.875	42.2097071181	200.0	40.0	126.875	42.2097071181	5075	221601	81.5868
69.71038508415222	44	122.56097561	46.3912569457	200.0	30.0	122.56097561	46.3912569457	5025	226626	82.2348
71.16758513450623	45	129.102564103	39.8135364635	200.0	47.0	129.102564103	39.8135364635	5035	231661	82.3568
72.64085507392883	46	141.416666667	39.617178513	200.0	42.0	141.416666667	39.617178513	5091	236752	88.5076
74.10713005065918	47	138.540540541	43.0459180314	200.0	26.0	138.540540541	43.0459180314	5126	241878	88.2451
75.5501651763916	48	147.441176471	37.1556275339	200.0	78.0	147.441176471	37.1556275339	5013	246891	90.9083
77.0353000164032	49	140.833333333	46.5620851958	200.0	52.0	140.833333333	46.5620851958	5070	251961	90.0438
78.57240509986877	50	145.742857143	48.2767870023	200.0	46.0	145.742857143	48.2767870023	5101	257062	92.8289
80.03701305389404	51	144.057142857	47.7325542444	200.0	32.0	144.057142857	47.7325542444	5042	262104	92.3869
81.4948182106018	52	155.363636364	39.7162802905	200.0	75.0	155.363636364	39.7162802905	5127	267231	95.2289
82.94859910011292	53	149.794117647	47.1429487035	200.0	55.0	149.794117647	47.1429487035	5093	272324	93.6991
84.4261121749878	54	162.25	46.2905227881	200.0	48.0	162.25	46.2905227881	5192	277516	100.172
85.86712718009949	55	158.0	44.2697695951	200.0	76.0	158.0	44.2697695951	5056	282572	97.9036
87.33842206001282	56	177.172413793	41.9466565726	200.0	68.0	177.172413793	41.9466565726	5138	287710	107.446
88.8015341758728	57	176.931034483	32.364232103	200.0	95.0	176.931034483	32.364232103	5131	292841	103.856
90.25418210029602	58	185.222222222	29.3930368843	200.0	88.0	185.222222222	29.3930368843	5001	297842	108.609
91.7433431148529	59	176.310344828	36.4891135851	200.0	101.0	176.310344828	36.4891135851	5113	302955	104.269
93.20102214813232	60	181.142857143	32.9477012917	200.0	96.0	181.142857143	32.9477012917	5072	308027	106.505
94.64178204536438	61	178.607142857	37.3624518216	200.0	79.0	178.607142857	37.3624518216	5001	313028	105.521
96.1072781085968	62	169.9	48.4440226791	200.0	25.0	169.9	48.4440226791	5097	318125	104.388
97.57148218154907	63	183.571428571	31.6740413897	200.0	89.0	183.571428571	31.6740413897	5140	323265	107.447
98.9965341091156	64	172.620689655	44.8625593018	200.0	72.0	172.620689655	44.8625593018	5006	328271	105.249
100.47277617454529	65	190.851851852	24.4475306694	200.0	102.0	190.851851852	24.4475306694	5153	333424	109.473
101.94249320030212	66	186.518518519	28.3867083795	200.0	94.0	186.518518519	28.3867083795	5036	338460	107.846
103.40207004547119	67	196.5	12.1631536902	200.0	151.0	196.5	12.1631536902	5109	343569	110.56
104.8399920463562	68	193.307692308	21.6026516014	200.0	103.0	193.307692308	21.6026516014	5026	348595	109.684
106.3243579864502	69	192.481481481	19.2514941611	200.0	109.0	192.481481481	19.2514941611	5197	353792	109.235
107.77940607070923	70	195.884615385	14.9726081256	200.0	130.0	195.884615385	14.9726081256	5093	358885	110.045
109.2817370891571	71	199.653846154	1.73076923077	200.0	191.0	199.653846154	1.73076923077	5191	364076	111.814
110.7785050868988	72	194.269230769	18.7361388607	200.0	108.0	194.269230769	18.7361388607	5051	369127	110.717
112.31372618675232	73	196.769230769	10.2029697498	200.0	156.0	196.769230769	10.2029697498	5116	374243	109.345
113.78035616874695	74	189.111111111	19.5283902227	200.0	138.0	189.111111111	19.5283902227	5106	379349	105.449
115.27266001701355	75	191.444444444	16.7295111468	200.0	149.0	191.444444444	16.7295111468	5169	384518	106.312
116.70786213874817	76	193.769230769	15.7341072253	200.0	136.0	193.769230769	15.7341072253	5038	389556	106.767
118.14215302467346	77	179.928571429	30.9029917315	200.0	114.0	179.928571429	30.9029917315	5038	394594	103.381
119.6012351512909	78	176.172413793	27.506825442	200.0	123.0	176.172413793	27.506825442	5109	399703	98.4302
121.06298303604126	79	181.464285714	25.7411318195	200.0	99.0	181.464285714	25.7411318195	5081	404784	100.637
122.49635100364685	80	173.482758621	28.5519740119	200.0	99.0	173.482758621	28.5519740119	5031	409815	97.3747
123.96790814399719	81	181.642857143	21.2051447358	200.0	137.0	181.642857143	21.2051447358	5086	414901	100.16
125.39613199234009	82	172.75862069	29.1590823048	200.0	115.0	172.75862069	29.1590823048	5010	419911	96.1551
126.88626909255981	83	180.535714286	27.5389103204	200.0	111.0	180.535714286	27.5389103204	5055	424966	99.1022
128.41648697853088	84	181.357142857	23.5511817807	200.0	120.0	181.357142857	23.5511817807	5078	430044	99.6008
129.8970181941986	85	176.310344828	30.703367723	200.0	80.0	176.310344828	30.703367723	5113	435157	97.8394
131.43514704704285	86	182.964285714	24.0393756498	200.0	117.0	182.964285714	24.0393756498	5123	440280	100.96
132.8899531364441	87	186.703703704	19.1249590942	200.0	137.0	186.703703704	19.1249590942	5041	445321	102.113
134.36627912521362	88	191.518518519	15.1348760114	200.0	150.0	191.518518519	15.1348760114	5171	450492	103.859
135.90244603157043	89	188.037037037	17.3129826719	200.0	148.0	188.037037037	17.3129826719	5077	455569	101.981
137.41088700294495	90	191.481481481	15.9684187635	200.0	137.0	191.481481481	15.9684187635	5170	460739	103.149
138.9188530445099	91	188.814814815	18.6508604449	200.0	142.0	188.814814815	18.6508604449	5098	465837	103.403
140.38442707061768	92	189.62962963	16.2438550162	200.0	136.0	189.62962963	16.2438550162	5120	470957	104.557
141.82589411735535	93	188.074074074	15.5371142893	200.0	158.0	188.074074074	15.5371142893	5078	476035	102.137
143.29267120361328	94	189.222222222	18.6435041479	200.0	146.0	189.222222222	18.6435041479	5109	481144	102.97
144.76034498214722	95	194.846153846	10.2232476689	200.0	165.0	194.846153846	10.2232476689	5066	486210	107.328
146.28095197677612	96	196.615384615	8.78844049821	200.0	162.0	196.615384615	8.78844049821	5112	491322	105.416
147.74044108390808	97	194.384615385	14.1096718685	200.0	142.0	194.384615385	14.1096718685	5054	496376	105.876
149.20669412612915	98	189.185185185	15.0776681492	200.0	137.0	189.185185185	15.0776681492	5108	501484	103.833
150.67225909233093	99	187.703703704	19.3597804066	200.0	131.0	187.703703704	19.3597804066	5068	506552	103.298
